순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,주연 배우,주연 배우 코드,조연 배우,조연 배우 코드,감독 코드
1082,기담,"정식, 정범식",영화사 도로시,,"영화사오원, 스튜디오이쩜영",2007-08-01,개봉영화,장편,한국,0,0,678546,0,"208,627",공포(호러),15세이상관람가,독립/예술영화,"김보경, 이동규, 진구, 김태우","10004317, 20111316, 10070417, 10006120","김응수, 예수정, 정지안","10005374, 10049950, 10062249","10061563, 10061758"
1083,신비아파트: 금빛 도깨비와 비밀의 동굴,김병갑,"씨제이이엔엠, 칵테일 미디어",,씨제이이엔엠,2018-07-25,개봉영화,장편,한국,762,"5,001,247,250",678091,"699,258,600","91,723",애니메이션,전체관람가,일반영화,"조현정, 김영은, 김채하, 신용우, 여민정, 심규혁","10067448, 20238067, 20283550, 20125887, 20234807, 20191807","이상호, 이소은, 정유정, 김율","20313694, 20300117, 20248330, 10005311",10004265
1084,리턴,이규만,"아름다운영화사, 로터스필름",,CJ ENM,2007-08-08,개봉영화,장편,한국,0,0,677939,0,"235,872",미스터리,청소년관람불가,일반영화,"김명민, 김병철, 정유석, 김태우, 유준상, 김유미, 김뢰하","10004060, 10004305, 10062073, 10006120, 10053981, 10005231, 10004034","백승환, 김건수, 서영화","20142726, 20144944, 20067819",10054878
1088,고양이: 죽음을 보는 두 개의 눈,변승욱,파인하우스필름,,넥스트엔터테인먼트월드(NEW),2011-07-07,개봉영화,장편,한국,304,"4,767,098,000",670295,"1,119,188,000","149,463",공포(호러),15세이상관람가,일반영화,"김예론, 김동욱, 박민영","20113613, 10003967, 20154601","강경자, 조석현, 신다은, 박현영, 서이숙, 이중옥, 이장유","20129190, 20130880, 20133932, 20100597, 10035541, 20334136, 20281330",10031359
1091,"연애, 그 참을 수 없는 가벼움",김해곤,굿플레이어,,CJ ENM,2006-09-07,개봉영화,장편,한국,0,0,668104,0,"228,954",멜로/로맨스,18세관람가,일반영화,"장진영, 김승우","10060538, 10004823","권지민, 손상준, 박영호, 최정미, 박종원, 오윤영, 오민아, 남성진, 오정세, 김상호","20166418, 20123743, 20124190, 20132201, 20134944, 20159258, 20161721, 10007542, 10050734, 10004448",10006219
1096,인어 공주,박흥식,나우필름,,CJ ENM,2004-06-30,개봉영화,장편,한국,0,0,661679,0,"258,368",드라마,전체관람가,독립/예술영화,"전도연, 박해일, 고두심","10061252, 10029474, 10001486","김봉근, 이선균, 김은영, 주진모","20146882, 10055970, 10005336, 20111954",20110989
1098,신데렐라,봉만대,미니필름,,쇼박스,2006-08-17,개봉영화,장편,한국,0,0,659122,0,"153,480",공포(호러),15세관람가,일반영화,"도지원, 신세경, 이기우","10012858, 10040425, 20140172","김도연, 유다인, 조성하","10003902, 10053565, 10065946",10031639
1101,실종,김성홍,"활동사진, 모션픽쳐",,시너지하우스 (시너지),2009-03-19,개봉영화,장편,한국,257,"4,415,413,589",654587,"1,084,313,000","150,809",범죄,청소년관람불가,일반영화,"문성근, 추자현, 전세현","10026716, 10072977, 10061317","오성수, 이봉규, 남문철","10050416, 10055683, 10007518",10004653
1102,열정같은소리하고있네,정기훈,반짝반짝영화사,,넥스트엔터테인먼트월드(NEW),2015-11-25,개봉영화,장편,한국,566,"4,761,399,902",654407,"1,351,744,002","177,071",드라마,15세이상관람가,일반영화,"정재영, 박보영","10062184, 10028667","오달수, 배성우, 류덕환, 류현경, 진경, 윤균상, 유하복, 이규형, 손성찬","10050151, 20136191, 10019043, 10019138, 10070393, 20175154, 10054119, 20162933, 20333142",10061628
1106,그날의 분위기,조규장,영화사 문,,쇼박스,2016-01-14,개봉영화,장편,한국,592,"5,142,899,612",652453,"1,404,786,825","171,304",멜로/로맨스,15세이상관람가,일반영화,"문채원, 유연석","10026825, 20111976","조재윤, 김슬기, 이해영, 이연두, 박민우","10066926, 20171140, 20164537, 20237566, 20247289",10065265
1107,여고괴담 5,이종용,씨네이천,,롯데쇼핑롯데엔터테인먼트,2009-06-18,개봉영화,장편,한국,318,"4,205,826,795",652097,"1,087,081,000","157,643",공포(호러),15세이상관람가,일반영화,"오연서, 장경아, 손은서, 송민정, 유신애, 한정아","10050563, 10060031, 10036892, 10037080, 10053792, 10087724","정혜인, 강별, 박정윤, 최민성, 이미소, 황승언","20124123, 20112932, 20134536, 20152153, 20112011, 10090163",10057393
1108,울학교 이티,박광춘,커리지필름,,에스케이텔레콤,2008-09-11,개봉영화,장편,한국,298,"4,156,170,833",651439,"1,076,953,333","160,113",드라마,15세이상관람가,일반영화,"김수로, 이한위, 백성현, 박보영, 이민호, 문채원, 이찬호, 김성령","10004744, 10058024, 10030307, 10028667, 20185376, 10026825, 20163336, 10004577","김주희, 강내균, 김기방, 김형범, 김영옥","20166553, 20129252, 10003702, 20132757, 20220846",10028466
1111,아빠는 딸,김형협,영화사김치,,메가박스중앙플러스엠,2017-04-12,개봉영화,장편,한국,520,"5,047,634,395",646412,"1,154,175,195","141,570",코미디,12세이상관람가,일반영화,"윤제문, 정소민","10054493, 20191086","이일화, 신구, 이미도, 강기영, 박혁권, 허가윤, 민도희, 이유진","10057104, 10040262, 10055414, 20220399, 10029480, 20230967, 20211006, 20265972",20230906
1113,사냥,이우철,빅스톤픽쳐스,,롯데쇼핑롯데엔터테인먼트,2016-06-29,개봉영화,장편,한국,696,"4,912,658,515",645922,"1,275,511,815","162,472",액션,15세이상관람가,일반영화,"안성기, 조진웅, 한예리, 권율, 손현주, 박병은","10043371, 10067353, 20090447, 20175963, 20111125, 10028660","예수정, 차순배, 허준석, 조대희, 심이영","10049950, 20302169, 10088450, 20341006, 10040880",10056854
1116,나를 찾아줘,김승우,"26컴퍼니, 영화사바른",,워너브러더스 코리아,2019-11-27,개봉영화,장편,한국,875,"5,117,014,620",645082,"1,211,838,780","146,847",스릴러,15세이상관람가,일반영화,"이영애, 유재명, 이원근, 박해준","10056670, 20152117, 20162795, 20161741","백주희, 김종수, 이항나, 김태율, 이시우, 허동원, 진유영, 정애화, 김종호, 서현우, 정형석, 한철우","10030376, 20163848, 10058031, 20343443, 20361832, 20189148, 10070617, 20293789, 20314283, 20221406, 20340257, 20343278",20305449
1117,아파트,안병기,토일렛픽쳐스,,쇼박스,2006-07-06,개봉영화,장편,한국,0,0,644893,0,"188,211",공포(호러),18세관람가,일반영화,"고소영, 강성진","10001655, 10000692","장희진, 박하선, 김동욱","10060683, 10029456, 10003967",10043339
1122,백만장자의 첫사랑,김태균,에스씨에스엔터테인먼트,,롯데쇼핑롯데엔터테인먼트,2006-02-09,개봉영화,장편,한국,0,0,639596,0,"150,105",멜로/로맨스,12세관람가,일반영화,"현빈, 이연희, 조용준","10088975, 10056633, 10066745","이한솔, 김병세, 최찬숙, 정욱, 강동우, 이영태, 이칸희","10058018, 10004279, 20166871, 10062035, 20122649, 20161975, 10057816",10006085
1124,광대들: 풍문조작단,김주호,영화사심플렉스,,워너브러더스 코리아,2019-08-21,개봉영화,장편,한국,806,"5,226,776,088",637021,"1,097,148,968","129,821",사극,12세이상관람가,일반영화,"조진웅, 손현주, 박희순, 고창석, 최원영, 김슬기, 윤박, 김민석, 강수호, 강현구, 강현구, 유해밀, 전성호","10067353, 20111125, 10029595, 10001779, 10072552, 20171140, 20231806, 20233806, 20335792, 20335893, 20335893, 20343599, 20344582","장남열, 김희찬, 류경미","10060094, 20147101, 20343217",20030155
1127,널 기다리며,모홍진,"영화사수작, 모티브픽쳐스, 디씨지플러스",,넥스트엔터테인먼트월드(NEW),2016-03-10,개봉영화,장편,한국,551,"5,232,611,336",634953,"1,188,915,987","138,898",스릴러,청소년관람불가,일반영화,"심은경, 윤제문, 김성오","10040874, 10054493, 20111894","오태경, 정해균, 안재홍, 김원해","10050923, 10062378, 10043631, 20189746",10026501
1128,플랜맨,성시흡,영화사일취월장,,롯데쇼핑롯데엔터테인먼트,2014-01-09,개봉영화,장편,한국,458,"4,528,561,558",632299,"1,107,270,058","147,025",드라마,15세이상관람가,일반영화,"정재영, 한지민","10062184, 10087751","박진우, 박진주, 성기욱, 김지영, 김지훈, 장광, 박길수, 유승목, 차예련, 최원영","20110924, 20112886, 20193330, 10005839, 20186168, 10060043, 10028517, 10053771, 10071147, 10072552",20114191
1131,핸드폰,김한민,"씨네토리, 한컴",,에스케이텔레콤,2009-02-19,개봉영화,장편,한국,356,"4,271,780,582",630049,"1,207,936,000","169,335",스릴러,청소년관람불가,일반영화,"엄태웅, 박용우, 박솔미","10047367, 10028989, 10028829","조문희, 김유석, 이세나, 최성순, 이승준, 박길수","10065812, 10005239, 10056071, 20154749, 10056268, 10028517",10006204
1132,스승의 은혜,임대웅,"오죤필름, 화인웍스",,쇼이스트,2006-08-03,개봉영화,장편,한국,0,0,629452,0,"169,582",공포(호러),18세관람가,일반영화,"서영희, 오미희, 여현수, 유설아","10035492, 10050338, 10049798, 10053719","김응수, 이동규, 이지현, 박효준","10005374, 20111316, 10057583, 10029574",10058504
1134,조선마술사,김대승,위더스필름,,롯데쇼핑롯데엔터테인먼트,2015-12-30,개봉영화,장편,한국,608,"4,650,016,527",628576,"1,107,370,838","144,953",드라마,12세이상관람가,일반영화,"유승호, 고아라, 곽도원, 조윤희","10053782, 10001669, 20127192, 10066791","이경영, 박철민, 손병호, 조달환, 장유상, 임종윤, 박충선, 염혜란","10054755, 20110935, 10036828, 10065609, 20189669, 10058786, 10029425, 10049864",10003845
1135,다찌마와리,류승완,"외유내강, 쇼박스",,쇼박스,2008-08-14,개봉영화,장편,한국,299,"4,131,701,167",628508,"1,599,187,667","233,232",액션,12세이상관람가,일반영화,"임원희, 공효진, 박시연, 황보라, 김수현, 권지훈, 김병옥, 안길강, 오지혜","10058708, 10001919, 10028880, 10090096, 10004777, 20143687, 20143806, 10042830, 10050781","구본웅, 김현우, 이수현, 류승범, 강구현, 송민석, 송선찬, 이용신, 정우, 조덕현, 정석용, 조상건, 김뢰하, 이도겸","10002152, 10006286, 10056164, 10019067, 20129204, 10037077, 10037102, 20161795, 10062023, 10065617, 10061811, 10065876, 10004034, 20237886",10019069
1138,지푸라기라도 잡고 싶은 짐승들,김용훈,비에이엔터테인먼트,,메가박스중앙플러스엠,2020-02-19,개봉영화,장편,한국,996,"5,442,138,750",626815,"1,631,018,560","185,951",스릴러,청소년관람불가,일반영화,"전도연, 정우성, 배성우, 윤여정, 정만식, 진경, 신현빈, 정가람","10061252, 10062025, 20136191, 10054391, 10061699, 10070393, 20110901, 20233766","김준한, 박지환, 허동원, 배진웅","20212660, 20110896, 20189148, 20310549",20165126
1141,해부학 교실,손태웅,"영화사청어람, 에그필름",,영화사청어람,2007-07-11,개봉영화,장편,한국,0,0,622400,0,"142,942",공포(호러),15세이상관람가,일반영화,"한지민, 오태경, 온주완","10087751, 10050923, 10051070","홍희자, 예학영, 조민기","20166715, 10049967, 10065825",10036948
1146,홍길동의 후예,정용기,"시오필름, 어나더픽쳐스",,에스케이텔레콤,2009-11-26,개봉영화,장편,한국,380,"4,293,061,087",616654,"1,152,829,000","159,661",액션,12세이상관람가,일반영화,"이범수, 이시영, 김수로, 성동일","10055581, 10056359, 10004744, 10035832","서민균, 허지원, 박인환, 조희봉, 김도영","20166592, 20124649, 10029093, 10067494, 20153842",10062006
1147,특종: 량첸살인기,노덕,"매그넘나인, 뱅가드스튜디오",,롯데쇼핑롯데엔터테인먼트,2015-10-22,개봉영화,장편,한국,776,"4,754,763,118",616481,"1,319,649,718","165,767",스릴러,15세이상관람가,일반영화,"조정석, 이미숙, 이하나","20121022, 20111403, 10057985","김의성, 배성우, 김대명, 태인호, 김민재, 윤다경, 백현진","10005383, 20136191, 20200886, 20127332, 10004210, 10054226, 20066616",10015745
1150,나비,김현성,태원엔터테인먼트,,시네마서비스,2003-04-30,개봉영화,장편,한국,0,0,612558,0,"173,613",드라마,15세관람가,일반영화,"김민종, 김정은, 김은미","10004218, 10005602, 10005319","유해진, 박상욱, 정호빈, 손강국","10054128, 20110711, 10062440, 20237647",10006264
1152,미쓰GO,박철관,영화사 도로시,,넥스트엔터테인먼트월드(NEW),2012-06-21,개봉영화,장편,한국,440,"4,441,859,000",611685,"1,194,708,500","155,409",액션,15세이상관람가,일반영화,"고현정, 유해진, 성동일, 이문식, 고창석, 박신양","10001825, 10054128, 10035832, 10055401, 10001779, 10028888","김병철, 유하복","10004305, 10054119",10029406
1153,무영검,김영준,태원엔터테인먼트,,CJ ENM,2005-11-18,개봉영화,장편,한국,0,0,609852,0,"157,908",액션,12세관람가,일반영화,"신현준, 이서진, 윤소이","10040687, 20111474, 10054355","조원희, 황인성, 전국환, 남지현, 권오태, 백지열, 김서현, 박수용, 박성웅, 정호빈, 이한솔","10066769, 10090250, 10061228, 10007590, 20142846, 20143130, 20149424, 20158632, 10028773, 10062440, 10058018",10005018
1154,서부전선,천성일,하리마오픽쳐스,,롯데쇼핑롯데엔터테인먼트,2015-09-24,개봉영화,장편,한국,509,"4,751,661,400",609063,"1,045,890,400","128,610",전쟁,12세이상관람가,일반영화,"설경구, 여진구","10035772, 10049790","이경영, 정성화, 정인기, 김원해, 정석원, 김선영, 조희봉, 이수빈, 이상희","10054755, 10061861, 10062134, 20189746, 20113881, 20150459, 10067494, 20260655, 20147107",10071866
1158,연애 빠진 로맨스,정가영,"씨제이이엔엠, 트웰브져니",,씨제이이엔엠,2021-11-24,개봉영화,장편,한국,967,"6,148,017,790",606273,"1,845,712,890","181,524",멜로/로맨스,15세이상관람가,일반영화,"전종서, 손석구","20282652, 20312856","공민정, 김슬기, 배유람, 김재화, 임성재, 임선우","20265230, 20171140, 20111834, 10005532, 20314392, 20335555",20237286
1159,이층의 악당,손재곤,(유)이층의 악당 문화산업전문회사,,싸이더스,2010-11-24,개봉영화,장편,한국,384,"4,332,815,318",605224,"1,469,062,000","193,993",코미디,15세이상관람가,일반영화,"한석규, 김혜수, 지우","10087518, 10006380, 20168260","송병철, 이용녀, 김기천","10037085, 20113303, 10003728",10036907
1160,피에타,김기덕,김기덕 필름,,넥스트엔터테인먼트월드(NEW),2012-09-06,개봉영화,장편,한국,291,"4,354,008,500",602967,"1,733,182,500","231,026",드라마,청소년관람불가,독립/예술영화,"조민수, 이정진","10065830, 10057320","권세인, 허준석, 권율, 손종학, 유하복, 진용욱, 우기홍","10002409, 10088450, 20175963, 20232246, 10054119, 10070602, 10052000",10003696
1161,역전의 명수,박흥식,"태원엔터테인먼트, 시네마서비스",,시네마서비스,2005-04-15,개봉영화,장편,한국,0,0,602078,0,"161,379",코미디,15세관람가,일반영화,"정준호, 윤소이","10062240, 10054355","김혜나, 박정수, 최상훈 , 홍성민, 신지용, 박종진, 윤수정, 임대수, 오수민, 임종길, 이장현","10006368, 20111060, 10072303, 20130748, 20133550, 20134982, 10054366, 20154717, 10050444, 20158261, 20164969",20110995
1162,미스터 주: 사라진 VIP,김태윤,리양필름,,"메가박스중앙플러스엠, 리틀빅픽쳐스",2020-01-22,개봉영화,장편,한국,692,"5,057,108,660",601675,"985,780,260","115,640",코미디,12세이상관람가,일반영화,"이성민, 김서형, 배정남, 신하균, 안윤상, 이성민, 이성민, 김서형, 갈소원","20110148, 10004466, 20127749, 10040665, 20167982, 20110148, 20110148, 10004466, 20157232","갈소원, 유인나, 김수미, 이선균, 이정은, 이순재, 김보성, 박준형, 데이비드 맥기니스","20157232, 20152070, 10004748, 10055970, 20189363, 10056199, 10004332, 20341029, 10011390",10006129
1166,반가운 살인자,김동욱,영화사소풍,,롯데쇼핑롯데엔터테인먼트,2010-04-08,개봉영화,장편,한국,261,"4,347,073,175",599176,"1,236,642,000","163,606",코미디,15세이상관람가,일반영화,"유오성, 김동욱, 심은경","10053861, 10003967, 10040874",김응수,10005374,10003966
1167,우는 남자,이정범,다이스필름,,씨제이이엔엠,2014-06-04,개봉영화,장편,한국,508,"4,883,740,800",599050,"1,416,378,800","167,680",액션,청소년관람불가,일반영화,"장동건, 김민희","10060114, 10004236","민성욱, 김성오, 김원범, 김준성, 박병은, 전배수, 이영란, 김희원, 김소진, 고우림, 김그림","20111885, 20111894, 20131006, 10005772, 10028660, 10061276, 10056645, 10006545, 20156304, 20329792, 20336307",10057273
1172,용의주도 미스신,박용집,"로드픽쳐스, 싸이더스",,싸이더스,2007-12-18,개봉영화,장편,한국,0,0,595872,"95,329,500","157,330",멜로/로맨스,15세이상관람가,일반영화,"한예슬, 이종혁, 권오중, 김인권","10087660, 10057411, 10002465, 10005410",윤주상,10054511,10028999
1174,애정결핍이 두 남자에게 미치는 영향,김성훈,"투모로우엔터테인먼트, 아이러브시네마",,롯데쇼핑롯데엔터테인먼트,2006-11-16,개봉영화,장편,한국,0,0,593277,0,"158,515",코미디,15세이상관람가,일반영화,"백윤식, 이혜영, 봉태규","10030351, 10058190, 10031644","김도연, 이혜영, 정우, 황석정, 우현, 안길강","10003902, 20115001, 10062023, 10090114, 10052293, 10042830",10004662
1175,황제를 위하여,박상준,오퍼스픽쳐스(유),,유나이티드픽처스,2014-06-11,개봉영화,장편,한국,423,"4,751,881,771",592041,"970,871,571","115,829",액션,청소년관람불가,일반영화,"이민기, 박성웅, 이태임","10055447, 10028773, 20153139","박진우, 김진혁, 유재명, 한재영, 이유준","20110924, 20161528, 20152117, 20233528, 20164087",20113801
